problem000,90.61,4,4,3999884,4
problem001,91.25,4,4,3998957,4
problem002,84.51,4,4,3999772,4
problem003,105.11,4,4,3999850,4
problem004,86.43,4,4,3999605,4
problem005,181.43,4,4,3996932,4
problem006,287.85,4,4,3999395,4
problem007,116.06,4,4,3997584,4
problem008,103.05,4,4,3999624,4
problem009,80.18,4,4,3999472,4
problem010,81.45,4,4,3998957,4
problem011,185.88,4,4,3998948,4
problem012,81.13,4,4,3999469,4
problem013,127.07,4,4,3998230,4
problem014,102.09,4,4,3999653,4
problem015,70.75,4,4,3999845,4
problem016,132.8,4,4,3997765,4
problem017,127.76,4,4,3999877,4
problem018,130.95,4,4,3998815,4
problem019,112.76,4,4,3999381,4
problem020,151.79,4,4,3999439,4
problem021,66.24,4,4,3999973,4
problem022,214.67,4,4,3999448,4
problem023,94.62,4,4,3999584,4
problem024,84.81,4,4,3999780,4
problem025,75.82,4,4,3999416,4
problem026,137.5,4,4,3999986,4
problem027,148.7,4,4,3999560,4
problem028,130.1,4,4,3997709,4
problem029,70.28,4,4,3999074,4
problem030,125.38,4,4,3999741,4
problem031,113.92,4,4,3998485,4
problem032,63.31,4,4,3999410,4
problem033,195.51,4,4,3999045,4
problem034,78.99,4,4,3999741,4
problem035,60.54,4,4,3999745,4
problem036,87.97,4,4,3999671,4
problem037,75.07,4,4,3999460,4
problem038,77.96,4,4,3998367,4
problem039,149.84,4,4,3999567,4
problem040,128.08,4,4,3999675,4
problem041,112.32,4,4,3999611,4
problem042,145.63,4,4,3998595,4
problem043,102.87,4,4,3999448,4
problem044,66.13,4,4,3999833,4
problem045,63.31,4,4,3999899,4
problem046,88.92,4,4,3999334,4
problem047,133.65,4,4,3999127,4
problem048,136.02,4,4,3999206,4
problem049,73.34,4,4,3999889,4
problem050,99.22,4,4,3998117,4
problem051,63.45,4,4,3999635,4
problem052,75.33,4,4,3999600,4
problem053,93.82,4,4,3999223,4
problem054,139.32,4,4,3997077,4
problem055,37.5,4,4,3999540,4
problem056,84.46,4,4,3998122,4
problem057,61.17,4,4,3999579,4
problem058,152.02,4,4,3999360,4
problem059,136.17,4,4,3998479,4
problem060,60.4,4,4,3999808,4
problem061,125.56,4,4,3995219,4
problem062,156.76,4,4,3997659,4
problem063,83.27,4,4,3999734,4
problem064,191.59,4,4,3998586,4
problem065,58.59,4,4,3999549,4
problem066,114.58,4,4,3998464,4
problem067,200.27,4,4,3997029,4
problem068,82.32,4,4,3999894,4
problem069,165.66,4,4,3998289,4
problem070,57.36,4,4,3999238,4
problem071,52.37,4,4,3999954,4
problem072,77.94,4,4,3997697,4
problem073,176.36,4,4,3999580,4
problem074,81.53,4,4,3999391,4
problem075,113.41,4,4,3999185,4
problem076,106.72,4,4,3999571,4
problem077,94.19,4,4,3999476,4
problem078,80.74,4,4,3999990,4
problem079,107.21,4,4,3999715,4
problem080,106.04,4,4,3999942,4
problem081,110.22,4,4,3997111,4
problem082,240.52,4,4,3998570,4
problem083,164.03,4,4,3999875,4
problem084,65.29,4,4,3999380,4
problem085,111.01,4,4,3999023,4
problem086,130.26,4,4,3999441,4
problem087,180.59,4,4,3998525,4
problem088,73.06,4,4,3999785,4
problem089,79.66,4,4,3999211,4
problem090,119.32,4,4,3999583,4
problem091,91.83,4,4,3999743,4
problem092,96.46,4,4,3998367,4
problem093,61.22,4,4,3999522,4
problem094,111.34,4,4,3999840,4
problem095,41.48,4,4,3999944,4
problem096,98.41,4,4,3997126,4
problem097,179.67,4,4,3999878,4
problem098,54.77,4,4,3999652,4
problem099,79.98,4,4,3998210,4
