problem000,1.88,447,21,20938684023771724,21
problem001,7.19,29,20,19969627983159416,20
problem002,7.07,9673,19,18957028205792747,19
problem003,3.95,38438,21,20987737070083876,21
problem004,2.79,16912,21,20994834623804625,21
problem005,13.16,19,19,18960098437684548,19
problem006,63.96,22,18,17986331304733432,18
problem007,0.6,20,20,19941546462694528,20
problem008,36.67,19,19,18959507757804823,19
problem009,4.23,34,21,20989574887881215,21
problem010,5.64,26,20,19967245455028944,20
problem011,26.55,64,19,18944690559624013,19
problem012,15.43,19,19,18959690777852529,19
problem013,18.36,442,20,19979391608193429,20
problem014,0.79,21,21,20968084749955217,21
problem015,1.3,983,21,20956879755378956,21
problem016,6.76,626,21,20949215660118202,21
problem017,1.02,1337,22,21993512181755163,22
problem018,3.44,46,20,19993584777051948,20
problem019,3.89,5392,20,19979648040431221,20
problem020,1.69,117,21,20967444149373467,21
problem021,8.68,7827,20,19988284946790639,20
problem022,51.4,1523418,19,18999271735221944,19
problem023,20.56,699,20,19993952203338806,20
problem024,77.85,17,17,16979419760311098,17
problem025,18.99,229,20,19943358430185344,20
problem026,20.7,19,19,18986564373446063,19
problem027,0.39,24,22,21923443085655312,22
problem028,23765.9,1014086219,21,20982791679764416,21
problem029,56.74,18,18,17981145749104432,18
problem030,51.64,144,19,18943333335976645,19
problem031,252.75,12472138,21,20997772771013994,21
problem032,1.21,73,22,21962221568775041,22
problem033,0.96,3093,22,21929961670957317,22
problem034,3.38,4585,21,20987771148131157,21
problem035,1.45,167,21,20990783500620597,21
problem036,5.94,41,21,20968043700498904,21
problem037,3.15,30,20,19960674794256594,20
problem038,4.52,24,20,19962073765263547,20
problem039,38.31,71,20,19937864883189947,20
problem040,0.99,29525,21,20999243886059122,21
problem041,4.22,781,21,20980277209110334,21
